2012年家户号,2011-2012全部家庭纯收入,同灶吃饭成员的总人数
340352,13070,4
340353,73880,4
340354,16140,7
340355,43221,4
340356,5110,3
340357,107348,5
340359,33100,4
340360,51800,5
340361,90,6
340362,2400,1
340363,49800,5
340364,74740,5
340365,41475,5
340367,27300,2
340368,13311,6
340369,3268,2
340370,68700,4
340371,135250,4
340375,33060,3
340376,4450,2
340377,10590,3
340378,1360,2
340379,41100,5
340380,26100,4
340382,63370,4
340653,22820,1
342912,2700,3
343854,3280,5
344880,61200,4
346015,17360,1
346160,180000,3
346372,4000,3
348220,34800,2
350003,93950,12
350004,36000,6
350009,28650,3
350011,800,5
350013,38750,7
350017,60000,5
350018,160000,5
350020,155000,5
350021,112100,5
350022,51701,7
350025,4100,10
350026,20000,7
350028,70850,5
350029,37500,7
350030,78700,4
350031,135220,10
350034,15440,2
350035,120050,4
350039,71700,5
350041,79000,4
350043,39581,5
350045,4100,2
350047,11900,6
350050,250,3
350051,11000,5
350055,82021,10
350056,1800,3
350058,8101,2
350061,50125,6
350062,29810,3
350068,32500,5
350070,50,5
350071,6800,2
350072,90530,6
350075,48650,11
350078,41401,6
350079,63350,10
350080,20400,3
350081,112801,5
350082,101236,7
350083,131501,10
350084,9770,2
350087,66230,5
350090,15,4
350093,110805,7
350094,103800,6
350095,51701,5
350096,110601,4
350100,22500,5
350101,180350,4
350103,25700,7
350104,82000,8
350105,46800,11
350106,40214,4
350107,95000,6
350108,20426,5
350110,45400,3
350111,203850,8
350112,720,4
350113,2000,3
350114,42030,4
350115,500,2
350116,41800,6
350117,15200,4
350118,9800,5
350120,6280,4
350121,10900,3
350122,80,2
350123,1190,2
350124,3870,3
350125,2150,4
350126,3200,6
350127,38150,5
350128,28450,4
350129,12300,6
350130,11450,3
350131,4500,3
350132,33560,2
350134,13401,6
350135,34730,3
350136,10000,4
350137,3100,2
350138,6000,1
350139,400,4
350140,1590,2
350142,44900,6
350144,51000,6
350145,42890,5
350148,42000,5
350150,13500,3
350152,98200,5
350154,75604,3
350160,56600,4
350165,213200,8
350170,41800,4
350173,20235,4
350177,53740,7
350178,400,6
350181,51800,5
350183,58100,6
350185,8270,2
350186,20800,3
350191,10250,2
350192,23071,6
350193,40,3
350195,2100,2
350196,25220,4
350198,49900,2
350200,11122,2
350201,11700,3
350204,40210,4
350206,5240,1
350208,105100,5
350213,45215,3
350216,58820,7
350217,115600,4
350220,3840,6
350222,82060,5
350225,95000,6
350226,4700,5
350228,12000,1
350388,20360,2
350809,12800,4
351367,31000,2
354524,35700,4
355306,4500,1
355752,13425,5
356290,90500,2
360001,6500,2
360003,22880,3
360006,3840,1
360007,28020,4
360010,33600,5
360013,27600,9
360014,12500,3
360015,6150,4
360017,19800,6
360018,20180,2
360019,27200,4
360023,79200,9
360024,4800,2
360026,44400,3
360034,890,6
360035,11100,5
360038,11640,4
360039,36400,5
360041,68500,4
360042,58300,4
360043,34990,3
360044,5100,1
360046,6600,2
360047,31080,4
360048,37620,4
360050,43100,4
360051,24000,4
360052,89630,5
360053,56480,5
360054,950,4
360055,14310,4
360057,56830,3
360058,58660,4
360059,7930,2
360061,326475,5
360062,3400,5
360064,51730,6
360067,19176,4
360068,4000,2
360069,41271,4
360074,8700,4
360075,3900,2
360076,1560,2
360077,2420,4
360078,1570,10
360079,12000,4
360080,13000,3
360083,22840,4
360084,61400,2
360085,50400,5
360086,7875,5
360087,4000,3
360090,8200,2
360091,14800,4
360092,11750,4
360093,34560,10
360095,32301,10
360097,38100,10
360098,28300,2
360099,600,2
360103,2040,4
360105,6920,2
360107,6400,3
360112,3160,12
360113,22100,8
360115,11000,2
360117,30100,4
360118,72000,7
360121,20640,6
360122,50730,6
360123,34120,6
360124,54900,9
360128,5000,7
360129,49660,6
360130,71980,5
360131,40000,4
360134,17000,7
360135,6200,7
360136,36340,6
360137,90600,4
360138,37840,5
360139,33440,5
360142,24700,5
360143,41100,5
360144,5550,6
360146,113063,5
360147,14050,2
360148,55510,6
360151,7460,2
360153,6750,2
360154,7000,2
360155,54300,5
360157,67600,5
360159,14400,4
360160,38500,3
360162,26300,2
360163,30000,4
360164,24000,2
360165,4800,4
360167,9600,3
360168,21700,2
360169,34800,5
360171,9510,3
360172,97200,7
360173,55000,4
360174,31070,5
360175,20300,7
360176,41000,6
360177,40370,6
360178,16541,7
360179,47300,4
360180,2000,4
360181,35700,5
360182,17800,7
360183,40000,5
360184,6500,6
360185,1170,4
360186,4200,2
360187,31781,4
360188,36000,4
360189,52300,5
360190,70000,3
360191,36230,6
360192,31401,4
360193,25050,4
360195,3150,4
360197,8400,6
360198,70000,5
360199,31800,5
360200,54500,6
360201,23125,2
360205,67080,4
360206,48800,4
360208,10100,3
360209,5331,2
360211,64910,4
360213,4560,2
360214,12800,3
360215,16500,2
360216,45670,3
360217,3840,2
360218,9020,8
360219,84300,6
360220,7560,4
360222,8200,4
360223,4540,6
360225,12600,3
360229,74850,6
360230,41300,9
360231,29360,6
360232,4400,1
360234,15500,6
360236,33330,3
360238,38390,2
360239,29170,5
360240,19720,3
360242,43175,4
360243,69300,8
360244,14750,5
360246,6120,4
360247,12600,5
360248,44600,6
360249,2253,2
360250,131530,8
360251,20903,2
360252,97460,9
360253,26200,5
360254,25720,1
360255,2140,2
360256,90000,4
360262,69500,6
360263,36600,3
360264,242800,4
360266,29000,5
360267,94800,5
360268,15120,5
360271,43000,3
360272,32460,2
360273,53064,5
360274,47000,3
360275,284600,7
360276,36480,5
360277,105000,6
360278,36000,4
360279,40200,4
360280,29000,5
360281,25000,5
360283,46000,3
360284,246000,5
360286,55000,4
360287,22300,3
360288,73000,3
360289,102400,5
360290,72420,7
360291,55961,4
360292,90400,9
360293,97251,8
360294,40820,7
360295,19865,3
360296,22375,3
360297,22600,3
360298,52896,6
360299,41560,3
360300,27380,5
360301,19900,5
360302,10420,4
360303,48255,4
360305,14550,6
360306,18300,5
360308,46360,6
360310,71800,10
360312,76128,9
360313,95200,5
360314,67900,4
360315,27420,4
360316,16571,5
360317,74020,10
360320,33470,2
360322,21200,4
360325,13330,2
360326,25110,5
360328,17410,4
360329,9450,5
360330,76590,7
360331,29580,5
360333,11810,3
360335,28140,4
360336,32090,5
360337,107325,5
360339,117750,8
360340,600,5
360341,5500,2
360342,25800,4
360343,40900,2
360541,1600,5
362785,10200,1
363694,4040,5
364748,65000,3
365123,22000,1
368012,6000,3
370001,42600,2
370003,54168,4
370005,37200,2
370007,73710,3
370008,12000,2
370009,2019,2
370010,5,1
370012,38000,4
370013,60800,3
370014,42030,3
370015,13310,3
370016,24801,4
370017,85900,5
370019,45750,3
370020,26000,3
370023,32140,3
370024,30000,3
370026,24600,4
370027,105780,4
370031,8340,3
370034,16940,6
370035,19701,3
370036,29200,5
370037,97780,6
370038,66690,3
370039,13400,2
370040,19025,3
370042,500,1
370043,14065,3
370046,50370,3
370047,5500,4
370048,10200,3
370049,21800,3
370051,12800,2
370052,16125,2
370053,71180,3
370054,30400,2
370056,40000,2
370058,20314,3
370059,25051,4
370060,40,3
370061,106408,5
370062,30915,3
370063,772,2
370064,7313,4
370065,1330,2
370066,730,1
370067,8101,2
370068,13310,3
370069,630,1
370073,42560,3
370074,900,2
370075,14700,4
370076,62912,3
370077,96840,3
370078,14470,5
370079,49500,2
370080,36000,2
370081,61420,5
370082,2675,3
370084,36780,2
370085,1510,3
370087,37400,3
370088,36271,5
370089,23200,5
370090,2200,3
370091,1836,2
370092,77700,3
370094,1794,2
370097,32800,3
370100,49550,4
370101,10600,2
370102,600,2
370103,36100,1
370105,116680,4
370106,2301,2
370107,41300,5
370108,10370,2
370109,57400,4
370110,4000,2
370111,16280,4
370112,27210,5
370114,600,1
370115,57600,5
370116,20000,3
370117,300,2
370118,23060,4
370119,93700,3
370120,45710,3
370121,2100,2
370122,18578,4
370123,5206,5
370124,86080,4
370125,117500,5
370126,350,2
370127,10740,2
370129,1550,2
370130,187600,4
370131,39360,4
370132,71428,5
370133,26500,2
370135,5750,2
370136,61000,4
370137,30850,2
370138,21338,4
370139,13200,2
370140,23600,3
370141,25010,3
370142,97160,2
370143,4200,5
370144,8800,2
370145,2500,4
370146,11600,5
370147,8470,2
370148,223000,3
370149,36400,3
370150,14700,4
370152,35660,3
370153,20600,2
370154,19420,3
370155,21100,4
370156,13820,4
370157,36930,2
370159,26900,3
370160,26530,3
370161,34800,4
370162,4000,3
370163,2060,1
370164,22450,5
370166,2680,1
370167,23400,5
370168,1390,1
370169,23700,3
370171,100,3
370172,39000,3
370173,8300,2
370174,50300,4
370176,41870,4
370177,3500,4
370178,10300,2
370179,52800,4
370181,2270,3
370182,20000,5
370183,20500,5
370184,43160,4
370185,49800,2
370186,10500,5
370187,5300,4
370188,35080,3
370189,15060,4
370190,1830,3
370191,35000,4
370193,26300,3
370195,37800,4
370196,51600,2
370197,20000,4
370198,3800,3
370200,34980,6
370201,54001,5
370202,7800,4
370204,2000,1
370205,6000,4
370207,3700,2
370208,130400,5
370209,3300,1
370210,2740,7
370211,7300,4
370212,29800,5
370214,41100,6
370216,83450,6
370218,31000,5
370219,24200,9
370220,3500,3
370221,38800,4
370222,13200,3
370224,25000,3
370225,5600,5
370226,600,1
370227,20161,2
370229,17001,4
370231,23000,2
370232,47701,3
370233,30100,3
370234,4630,2
370236,300,2
370238,34200,4
370240,16020,2
370241,10000,2
370242,36900,2
370243,121400,8
370244,19000,3
370245,76920,3
370246,31500,5
370247,69601,3
370248,21700,3
370249,40001,5
370250,60750,3
370251,12600,2
370252,41101,3
370254,8730,3
370255,50,1
370256,107640,5
370257,64800,3
370258,52500,5
370259,28400,3
370260,7250,3
370261,15540,2
370262,12061,4
370263,10500,2
370266,39500,2
370269,39040,3
370270,21995,3
370272,30980,6
370273,61350,4
370274,52960,6
370276,9880,3
370277,10780,5
370278,5000,2
370279,32140,3
370280,3900,3
370282,14500,8
370283,51500,3
370284,16400,3
370285,10800,4
370286,5400,3
370288,4000,2
370289,10000,3
370291,5001,2
370292,7750,2
370293,4000,2
370294,97400,3
370295,10000,2
370296,6151,2
370297,31800,5
370298,29000,3
370299,16200,3
370300,62500,4
370302,15360,3
370303,11190,3
370304,22900,2
370305,16400,3
370306,4781,3
370308,300,4
370309,70300,3
370310,14001,2
370311,85000,3
370313,1600,1
370314,4200,2
370315,5200,2
370316,89920,2
370317,7041,4
370318,770,3
370319,253500,2
370320,3400,2
370321,155000,3
370322,88200,3
370325,56301,4
370326,56800,3
370327,46410,3
370328,1700,2
370329,19200,2
370331,3000,2
370332,12700,2
370334,12000,3
370337,72319,3
370338,9100,2
370340,32490,3
370341,117000,2
370342,28600,2
370343,45400,3
370344,9650,2
370345,15601,2
370346,3841,3
370348,990,1
370349,28330,3
370350,11000,3
370352,19200,2
370353,6800,1
370354,18200,2
370355,26561,2
370356,2245,1
370357,8500,4
370358,19470,4
370359,3000,1
370360,50380,2
370361,36540,4
370362,59920,3
370363,20360,2
370364,12800,3
370365,15846,2
370366,7700,2
370367,2000,1
370370,118200,3
370372,108000,1
370373,7000,2
370374,8200,2
370375,7320,2
370376,32500,3
370377,3910,2
370378,42440,2
370379,10000,3
370380,49000,2
370382,29000,2
370383,500,3
370384,43500,2
370385,64872,2
370386,2520,2
370387,20000,2
370390,29900,2
370391,1000,1
370392,6300,2
370393,24800,2
370394,40300,4
370395,10300,2
370396,43451,2
370398,53900,4
370401,5000,3
370402,2400,1
370404,22900,3
370406,20321,5
370407,58800,6
370408,30700,2
370411,6500,2
370412,2400,2
370413,61000,3
370416,17751,5
370417,23000,6
370419,46960,2
370420,30000,3
370422,29592,2
370423,32270,4
370425,10100,3
370426,6530,3
370427,430,2
370428,29600,4
370429,2010,3
370430,25120,4
370431,16800,3
370432,54240,5
370433,1871,2
370434,640,3
370435,38621,5
370436,12760,2
370439,1070,5
370440,4100,4
370442,10100,4
370444,300,2
370445,45000,3
370446,14621,3
370447,460,2
370448,520,1
370449,16830,4
370450,4644,2
370451,111200,3
370452,27500,2
370453,2380,2
370454,12670,4
370455,56000,3
370456,8060,2
370457,12631,2
370458,83310,3
370460,27390,3
370461,25246,3
370462,33870,3
370463,25000,3
370464,11350,3
370465,30530,6
370467,4290,3
370468,32050,6
370469,54350,4
370470,18446,4
370471,43015,3
370472,740,4
370473,79600,5
370474,315,4
370475,8300,2
370476,8230,2
370478,20000,3
370479,30600,3
370480,20600,2
370481,7360,3
370482,37800,3
370483,40000,4
370485,66000,3
370487,46800,3
370489,48000,2
370490,80000,4
370491,82000,3
370493,2000,2
370494,3200,1
370495,44000,3
370496,36200,3
370497,51712,6
370498,46000,3
370499,22360,2
370500,2700,1
370501,43000,6
370502,20000,3
370503,14800,3
370504,51400,5
370507,43500,3
370508,26600,3
370509,27700,5
370510,13900,6
370512,6000,1
370513,150,2
370515,10000,4
370516,19200,3
370517,4300,2
370518,9300,4
370519,1801,2
370520,2000,3
370521,15000,3
370522,12000,3
370523,50900,3
370524,6100,2
370525,26600,3
370526,11201,3
370527,25540,3
370529,42000,5
370530,240,2
370532,13700,4
370535,28400,5
370537,21221,3
370538,27000,6
370539,46900,4
370540,71350,2
370541,1200,2
370542,10500,4
370543,13200,4
370544,82400,3
370545,301,4
370546,18811,5
370547,25500,3
370549,10050,2
370551,100,1
370554,64430,5
370555,21370,4
370556,34210,4
370558,62290,4
370560,5610,4
370562,12081,2
370563,25770,6
370564,34220,5
370568,55100,4
370576,22200,2
370577,11680,3
370578,6000,3
370582,42000,3
370584,106200,6
370585,13000,3
370586,31400,4
370587,41000,5
370588,14000,2
370592,6600,1
370593,7000,4
370594,24400,4
370597,5750,4
370598,4000,5
370599,2600,2
370602,48000,2
370605,111500,5
370608,10900,3
370609,400,1
370611,1160,4
370612,6000,2
370613,2940,1
370616,99000,2
370617,8300,3
370618,6400,4
370619,21400,3
370620,5160,4
370621,5200,4
370623,14200,2
370624,20220,4
370627,72000,3
370633,82600,2
370636,24360,1
370644,62000,3
370645,11600,1
370650,58000,3
370651,50000,3
370652,36000,1
370654,58440,2
370662,3980,3
370669,51560,5
370673,40500,3
370676,140000,4
370677,33600,2
370679,45000,3
370680,56500,4
370681,34200,3
370683,79800,3
370686,20000,3
370689,2100,2
370690,2850,3
370692,670,3
370694,14100,5
370696,1180,5
370698,152100,3
370699,100,2
370701,7820,3
370702,2250,2
370704,152400,3
370705,62170,5
370706,800,2
370709,56520,5
370710,16200,5
370711,81320,3
370714,83800,5
370718,83000,7
370723,6940,2
370725,23815,5
370726,19880,2
370728,40560,3
370734,90720,4
370735,61050,4
370736,15100,4
370737,17900,6
370738,14972,9
370739,57810,6
370742,9195,2
370743,70500,2
370745,900,5
370748,45000,3
370749,519800,3
370750,37000,3
370751,3000,2
370755,16920,2
370758,609430,2
370759,21000,2
370760,123000,6
370762,72100,5
370763,37500,2
370767,13050,2
370769,40000,5
370770,249900,6
370771,1940,2
370772,81700,5
370773,19150,2
370774,24300,2
370775,54600,3
370776,26200,4
370777,700,2
370778,1600,2
370779,6440,2
370780,2200,2
370781,43100,4
370782,20390,6
370783,25250,4
370785,65320,3
370787,900,6
370788,16500,3
370789,23870,2
370790,2200,2
370791,20700,2
370792,2800,3
370793,1700,2
370794,51400,3
370795,3901,5
370796,82480,4
370797,2620,4
370799,62080,2
371523,55160,3
373274,48000,2
374217,13800,3
378181,53500,3
380667,12550,4
383035,33240,1
385765,3000,5
394317,1360,5
397560,60000,2
398232,55485,4
401457,19400,2
403235,94600,3
403704,16220,4
404370,20200,3
404700,12000,4
405561,24800,1
405873,22230,4
407475,28245,6
408621,5530,4
410004,63600,2
410007,3640,4
410012,12000,3
410015,14000,2
410017,224800,3
410018,66000,4
410019,26400,1
410021,35600,3
410024,98000,4
410026,124800,4
410027,19880,1
410028,15400,3
410033,33600,2
410037,22800,4
410040,98880,4
410042,21320,3
410043,143600,3
410046,65892,3
410047,50400,4
410048,40600,4
410049,51800,3
410055,115600,3
410056,100000,3
410057,50000,3
410058,68400,5
410059,58540,2
410060,100000,4
410062,73000,5
410064,116400,3
410065,354520,3
410066,90000,3
410067,55720,4
410070,20000,1
410071,42008,4
410073,34400,4
410075,31200,1
410080,33256,3
410082,27000,3
410084,57720,3
410085,79,3
410086,47280,3
410087,27800,4
410088,55200,2
410089,20500,4
410091,17000,3
410095,59800,5
410098,12500,4
410099,90000,5
410100,47000,4
410102,52800,2
410104,78800,4
410106,31200,3
410107,30000,2
410108,94800,5
410109,96000,5
410114,110320,6
410115,4000,2
410116,75695,3
410117,53200,5
410120,30170,6
410122,4800,3
410123,125140,6
410124,29430,5
410125,139546,8
410127,1200,1
410130,33030,6
410137,34700,6
410138,40830,5
410139,19730,4
410142,24000,6
410144,7000,5
410145,41450,4
410146,69115,6
410147,1900,3
410149,1900,5
410150,1000,1
410151,40370,8
410152,23980,5
410153,52450,4
410155,62730,6
410157,61800,7
410159,28400,5
410160,18828,2
410161,3220,3
410162,3535,6
410163,20870,4
410164,1605,1
410166,73700,7
410167,54400,5
410168,2000,1
410169,45860,4
410171,88170,6
410172,118290,6
